error_case,global_value_mean,model_state,per_channel_mean,per_direction_mean,reduction,relative_to_h0_mean,sample_count,split,variant
persistence_error,2.91026885509491,plain_best,"{""press"": 2.821079447865486, ""rho"": 0.0891893519088626}","{""phi"": 2.2570555989514105, ""r"": 0.2690374583005905, ""theta"": 0.384175731241703}",uniform,0.002276275487649939,5,validation,H4_spherical_metric_proxy:scalar_channel_proxy_only
persistence_error,0.00016277716713375412,plain_best,"{""press"": 0.00011054433816752862, ""rho"": 5.223283042141702e-05}","{""phi"": 4.621072102963808e-05, ""r"": 4.453145475054043e-05, ""theta"": 7.20349940820597e-05}",volume_proxy,1.2454359157105276e-07,5,validation,H4_spherical_metric_proxy:scalar_channel_proxy_only
target_field,22876.496484375,plain_best,"{""Bcc1"": 602.9452026367187, ""Bcc2"": 4909.2912109375, ""Bcc3"": 9556.38740234375, ""press"": 512.2883544921875, ""rho"": 341.003173828125, ""vel1"": 1433.3236083984375, ""vel2"": 3329.37509765625, ""vel3"": 2191.881982421875}","{""phi"": 28.87641487121582, ""r"": 10875.316015625, ""theta"": 11972.303125}",uniform,1.0,5,validation,H0_current_upstream
target_field,5.585082149505615,plain_best,"{""Bcc1"": 0.14720341861248015, ""Bcc2"": 1.1985574245452881, ""Bcc3"": 2.3331023931503294, ""press"": 0.12507039904594422, ""rho"": 0.08325272798538208, ""vel1"": 0.3499325215816498, ""vel2"": 0.8128357172012329, ""vel3"": 0.5351274371147156}","{""phi"": 0.007049905974417925, ""r"": 2.655106449127197, ""theta"": 2.922925567626953}",uniform,0.000244140625,5,validation,H1_unit_index
target_field,22876.496484375,plain_best,"{""Bcc1"": 602.9452026367187, ""Bcc2"": 4909.2912109375, ""Bcc3"": 9556.38740234375, ""press"": 512.2883544921875, ""rho"": 341.003173828125, ""vel1"": 1433.3236083984375, ""vel2"": 3329.37509765625, ""vel3"": 2191.881982421875}","{""phi"": 28.87641487121582, ""r"": 10875.316015625, ""theta"": 11972.303125}",uniform,1.0,5,validation,H2_normalized_axis
target_field,1057.9104614257812,plain_best,"{""Bcc1"": 21.323732376098633, ""Bcc2"": 275.91220703125, ""Bcc3"": 406.90074462890624, ""press"": 14.010367584228515, ""rho"": 14.15157585144043, ""vel1"": 75.54596557617188, ""vel2"": 181.55935668945312, ""vel3"": 68.50648727416993}","{""phi"": 0.7314481973648072, ""r"": 230.83778686523436, ""theta"": 826.3411987304687}",uniform,0.045582560975929186,5,validation,H3_stored_logr
target_field,85.92736587524413,plain_best,"{""Bcc1"": 4.1231128692626955, ""Bcc2"": 0.47767733633518217, ""Bcc3"": 9.732553672790527, ""press"": 9.113382339477539, ""rho"": 17.70636558532715, ""vel1"": 30.369019031524658, ""vel2"": 1.2590158224105834, ""vel3"": 13.146240425109863}","{""phi"": 0.021667629439616577, ""r"": 10.942004013061524, ""theta"": 74.96369781494141}",volume_proxy,0.0038636980029552862,5,validation,H3_stored_logr
target_field,898.6639770507812,plain_best,"{""Bcc1"": 20.64192771911621, ""Bcc2"": 197.40776977539062, ""Bcc3"": 373.60918579101565, ""press"": 12.337583541870117, ""rho"": 12.738682174682618, ""vel1"": 69.32478065490723, ""vel2"": 156.86439514160156, ""vel3"": 55.73965682983398}","{""phi"": 0.7314481973648072, ""r"": 71.5913185119629, ""theta"": 826.3411987304687}",uniform,0.038892891075190124,5,validation,H3_stored_r
target_field,74.98833694458008,plain_best,"{""Bcc1"": 3.8456408023834228, ""Bcc2"": 0.2572611466050148, ""Bcc3"": 7.764146423339843, ""press"": 8.051591300964356, ""rho"": 16.716140365600587, ""vel1"": 25.439102172851562, ""vel2"": 0.8208561360836029, ""vel3"": 12.093599414825439}","{""phi"": 0.021667629439616577, ""r"": 0.00297386166639626, ""theta"": 74.96369781494141}",volume_proxy,0.0033710004289849915,5,validation,H3_stored_r
target_field,275.62499084472654,plain_best,"{""Bcc1"": 3.502339792251587, ""Bcc2"": 98.12046813964844, ""Bcc3"": 68.79629287719726, ""press"": 2.1473955631256105, ""rho"": 0.6621022939682006, ""vel1"": 3.8777388095855714, ""vel2"": 65.91691360473632, ""vel3"": 32.60174845010042}","{""phi"": 47.30731804519892, ""r"": 71.5913185119629, ""theta"": 156.72635803222656}",uniform,0.011853745092699517,5,validation,H4_spherical_metric_proxy:all_channels_naive_proxy
target_field,0.019795597717165946,plain_best,"{""Bcc1"": 0.0007789959781803191, ""Bcc2"": 0.0017047311179339887, ""Bcc3"": 0.00832422198727727, ""press"": 0.0007960359565913677, ""rho"": 0.0012442281236872076, ""vel1"": 0.0033561433549039064, ""vel2"": 0.0016445884946733713, ""vel3"": 0.0019466529367491603}","{""phi"": 0.00016883959469851106, ""r"": 0.00297386166639626, ""theta"": 0.01665289718657732}",volume_proxy,8.760392999266048e-07,5,validation,H4_spherical_metric_proxy:all_channels_naive_proxy
target_field,2.809497904777527,plain_best,"{""press"": 2.147395610809326, ""rho"": 0.6621022999286652}","{""phi"": 1.0011354876914993, ""r"": 0.3881098449230194, ""theta"": 1.4202526450157165}",uniform,0.00012946711562714778,5,validation,H4_spherical_metric_proxy:scalar_channel_proxy_only
target_field,0.0020402641035616397,plain_best,"{""press"": 0.0007960359682329, ""rho"": 0.001244228146970272}","{""phi"": 2.4739601006729117e-05, ""r"": 0.00019491277053020894, ""theta"": 0.0018206117674708366}",volume_proxy,9.080910372012086e-08,5,validation,H4_spherical_metric_proxy:scalar_channel_proxy_only
model_error,3061.707275390625,plain_last,"{""Bcc1"": 73.85568466186524, ""Bcc2"": 395.1828758239746, ""Bcc3"": 1245.4694442749023, ""press"": 66.33191184997558, ""rho"": 58.12837219238281, ""vel1"": 180.749658203125, ""vel2"": 843.457730102539, ""vel3"": 198.5316360473633}","{""phi"": 0.009372170310234651, ""r"": 1797.275390625, ""theta"": 1264.4225982666017}",uniform,1.0,5,train,H0_current_upstream
model_error,0.7474871277809143,plain_last,"{""Bcc1"": 0.018031173013150693, ""Bcc2"": 0.09648019429296255, ""Bcc3"": 0.30406968854367733, ""press"": 0.016194314416497945, ""rho"": 0.01419149711728096, ""vel1"": 0.04412833452224731, ""vel2"": 0.2059222973883152, ""vel3"": 0.048469637706875804}","{""phi"": 2.2881275171471317e-06, ""r"": 0.43878793716430664, ""theta"": 0.30869692340493204}",uniform,0.000244140625,5,train,H1_unit_index
model_error,3061.707275390625,plain_last,"{""Bcc1"": 73.85568466186524, ""Bcc2"": 395.1828758239746, ""Bcc3"": 1245.4694442749023, ""press"": 66.33191184997558, ""rho"": 58.12837219238281, ""vel1"": 180.749658203125, ""vel2"": 843.457730102539, ""vel3"": 198.5316360473633}","{""phi"": 0.009372170310234651, ""r"": 1797.275390625, ""theta"": 1264.4225982666017}",uniform,1.0,5,train,H2_normalized_axis
model_error,210.08684387207032,plain_last,"{""Bcc1"": 5.448585414886475, ""Bcc2"": 31.02824354171753, ""Bcc3"": 91.15920152664185, ""press"": 3.9977083683013914, ""rho"": 3.553135800361633, ""vel1"": 11.139235401153565, ""vel2"": 50.25707015991211, ""vel3"": 13.503660011291505}","{""phi"": 0.00023739987173030386, ""r"": 76.650634765625, ""theta"": 133.43596115112305}",uniform,0.06597176816261349,5,train,H3_stored_logr
model_error,26.09913558959961,plain_last,"{""Bcc1"": 2.525783324241638, ""Bcc2"": 0.8380741655826569, ""Bcc3"": 1.8044277429580688, ""press"": 4.297527647018432, ""rho"": 4.856136322021484, ""vel1"": 8.067847204208373, ""vel2"": 2.2853387355804444, ""vel3"": 1.424000120162964}","{""phi"": 1.2248639615108914e-05, ""r"": 12.376719951629639, ""theta"": 13.72240333557129}",volume_proxy,0.013349882272804373,5,train,H3_stored_logr
model_error,151.78007583618165,plain_last,"{""Bcc1"": 4.633632159233093, ""Bcc2"": 22.006381273269653, ""Bcc3"": 69.9288158416748, ""press"": 2.7668489694595335, ""rho"": 2.3049877405166628, ""vel1"": 7.422033643722534, ""vel2"": 33.00574378967285, ""vel3"": 9.711632347106933}","{""phi"": 0.00023739987173030386, ""r"": 18.343871879577637, ""theta"": 133.43596115112305}",uniform,0.04653131520362861,5,train,H3_stored_r
model_error,13.723860740661621,plain_last,"{""Bcc1"": 1.8686881065368652, ""Bcc2"": 0.44626539945602417, ""Bcc3"": 0.5685971260070801, ""press"": 2.521978998184204, ""rho"": 2.4173382043838503, ""vel1"": 4.029622793197632, ""vel2"": 1.1991316676139832, ""vel3"": 0.6722386658191681}","{""phi"": 1.2248639615108914e-05, ""r"": 0.001445583172608167, ""theta"": 13.72240333557129}",volume_proxy,0.0074747983556359586,5,train,H3_stored_r
model_error,40.00120992660523,plain_last,"{""Bcc1"": 0.697648823261261, ""Bcc2"": 13.218249869346618, ""Bcc3"": 14.81182165145874, ""press"": 0.274438750743866, ""rho"": 0.19527309983968735, ""vel1"": 0.9420204997062683, ""vel2"": 8.514500212669372, ""vel3"": 1.3472551226615905}","{""phi"": 0.00015993603501556207, ""r"": 18.343871879577637, ""theta"": 21.657175016403198}",uniform,0.010231542315049382,5,train,H4_spherical_metric_proxy:all_channels_naive_proxy
model_error,0.0038839695043861866,plain_last,"{""Bcc1"": 0.0002646355103934184, ""Bcc2"": 0.00021157189039513468, ""Bcc3"": 0.0011550815281225369, ""press"": 0.00031549312989227475, ""rho"": 0.0003072255349252373, ""vel1"": 0.0005755141202826053, ""vel2"": 0.0008308890974149108, ""vel3"": 0.00022355861437972635}","{""phi"": 1.28761901044272e-07, ""r"": 0.001445583172608167, ""theta"": 0.002438257564790547}",volume_proxy,1.523767803665584e-06,5,train,H4_spherical_metric_proxy:all_channels_naive_proxy
model_error,0.4697118639945984,plain_last,"{""press"": 0.27443875968456266, ""rho"": 0.1952730968594551}","{""phi"": 1.565414785318353e-05, ""r"": 0.1986194759607315, ""theta"": 0.27107672691345214}",uniform,0.00024015281510039683,5,train,H4_spherical_metric_proxy:scalar_channel_proxy_only
model_error,0.0006227186531759799,plain_last,"{""press"": 0.00031549311825074255, ""rho"": 0.0003072255349252373}","{""phi"": 3.7054081743898014e-09, ""r"": 0.000247787986882031, ""theta"": 0.00037492696137633177}",volume_proxy,3.171755194875645e-07,5,train,H4_spherical_metric_proxy:scalar_channel_proxy_only
persistence_error,3249.2848693847654,plain_last,"{""Bcc1"": 11.88758019581437, ""Bcc2"": 405.87879676818847, ""Bcc3"": 1425.3904846191406, ""press"": 19.451854664087296, ""rho"": 19.237959039211272, ""vel1"": 102.51550076007842, ""vel2"": 1067.4605621337892, ""vel3"": 197.4621109008789}","{""phi"": 0.010047709410537209, ""r"": 1924.639599609375, ""theta"": 1324.63525390625}",uniform,1.0,5,train,H0_current_upstream
persistence_error,0.79328243881464,plain_last,"{""Bcc1"": 0.002902241258743743, ""Bcc2"": 0.09909150311723351, ""Bcc3"": 0.34799572378396987, ""press"": 0.0047489879550994376, ""rho"": 0.00469676734355744, ""vel1"": 0.02502819842775352, ""vel2"": 0.2606104888021946, ""vel3"": 0.04820852316915989}","{""phi"": 2.4530540553069357e-06, ""r"": 0.46988271474838256, ""theta"": 0.32339727878570557}",uniform,0.000244140625,5,train,H1_unit_index
persistence_error,3249.2848693847654,plain_last,"{""Bcc1"": 11.88758019581437, ""Bcc2"": 405.87879676818847, ""Bcc3"": 1425.3904846191406, ""press"": 19.451854664087296, ""rho"": 19.237959039211272, ""vel1"": 102.51550076007842, ""vel2"": 1067.4605621337892, ""vel3"": 197.4621109008789}","{""phi"": 0.010047709410537209, ""r"": 1924.639599609375, ""theta"": 1324.63525390625}",uniform,1.0,5,train,H2_normalized_axis
persistence_error,222.67852020263672,plain_last,"{""Bcc1"": 0.8056690388359129, ""Bcc2"": 32.304538226127626, ""Bcc3"": 103.44344606399537, ""press"": 1.2492836762219668, ""rho"": 1.104485460370779, ""vel1"": 7.720216691493988, ""vel2"": 62.73871374130249, ""vel3"": 13.312162160873413}","{""phi"": 0.0002545114840302176, ""r"": 83.62386198043824, ""theta"": 139.05440521240234}",uniform,0.06517492652110365,5,train,H3_stored_logr
persistence_error,5.154811573028565,plain_last,"{""Bcc1"": 0.01206908083986491, ""Bcc2"": 0.007822933071292937, ""Bcc3"": 0.07416095733642578, ""press"": 0.5904713889583946, ""rho"": 0.14362284857779742, ""vel1"": 3.20473063737154, ""vel2"": 0.9695611150935293, ""vel3"": 0.1523725673556328}","{""phi"": 1.1729074258281896e-05, ""r"": 2.327053615450859, ""theta"": 2.82774612903595}",volume_proxy,0.0020533931569010205,5,train,H3_stored_logr
persistence_error,158.96531600952147,plain_last,"{""Bcc1"": 0.6397396003827452, ""Bcc2"": 22.670733201503754, ""Bcc3"": 78.61361842155456, ""press"": 0.748049861099571, ""rho"": 0.6035807827487588, ""vel1"": 5.070024703443051, ""vel2"": 41.14830341339111, ""vel3"": 9.471270179748535}","{""phi"": 0.0002545114840302176, ""r"": 19.910667330026627, ""theta"": 139.05440521240234}",uniform,0.04497997621371462,5,train,H3_stored_r
persistence_error,2.8287466168403625,plain_last,"{""Bcc1"": 0.008424239128362387, ""Bcc2"": 0.0034823464971850625, ""Bcc3"": 0.05316509339027107, ""press"": 0.3355142518877983, ""rho"": 0.07951499707996845, ""vel1"": 1.688890372402966, ""vel2"": 0.5692018745467067, ""vel3"": 0.09055336713790893}","{""phi"": 1.1729074258281896e-05, ""r"": 0.0009885934327030555, ""theta"": 2.82774612903595}",volume_proxy,0.0011045255066543616,5,train,H3_stored_r
persistence_error,42.777253007888795,plain_last,"{""Bcc1"": 0.03398930984840263, ""Bcc2"": 15.137238544225692, ""Bcc3"": 16.278494429588317, ""press"": 0.008584711271396372, ""rho"": 0.017202770098811014, ""vel1"": 0.05376391976606101, ""vel2"": 10.126535493135453, ""vel3"": 1.1214466273784638}","{""phi"": 4.730896430089615e-05, ""r"": 19.910667330026627, ""theta"": 22.866543292999268}",uniform,0.00974248714676519,5,train,H4_spherical_metric_proxy:all_channels_naive_proxy
persistence_error,0.0027278288151137533,plain_last,"{""Bcc1"": 1.9707101165522546e-05, ""Bcc2"": 0.00010495850974621135, ""Bcc3"": 0.0012028038836433552, ""press"": 6.698723030922338e-05, ""rho"": 3.668990752885293e-05, ""vel1"": 0.00028705021513815155, ""vel2"": 0.0008575130690587684, ""vel3"": 0.00015211888603516854}","{""phi"": 1.3361261596630138e-07, ""r"": 0.0009885934327030555, ""theta"": 0.0017391018336638808}",volume_proxy,8.447563409494119e-07,5,train,H4_spherical_metric_proxy:all_channels_naive_proxy
persistence_error,0.025787484337342903,plain_last,"{""press"": 0.008584711120056454, ""rho"": 0.017202773079043256}","{""phi"": 5.4979739605443004e-08, ""r"": 0.014144356828182936, ""theta"": 0.011643072069273331}",uniform,4.200733041867106e-06,5,train,H4_spherical_metric_proxy:scalar_channel_proxy_only
persistence_error,0.00010367713921368704,plain_last,"{""press"": 6.698723030922338e-05, ""rho"": 3.6689908210973957e-05}","{""phi"": 3.0023486477490675e-09, ""r"": 4.51006468210835e-05, ""theta"": 5.857349028701719e-05}",volume_proxy,3.2119206474060204e-08,5,train,H4_spherical_metric_proxy:scalar_channel_proxy_only
target_field,16085.4337890625,plain_last,"{""Bcc1"": 199.50058288574218, ""Bcc2"": 2090.6462158203126, ""Bcc3"": 6180.35166015625, ""press"": 306.6344970703125, ""rho"": 246.8684814453125, ""vel1"": 621.8291625976562, ""vel2"": 4138.273681640625, ""vel3"": 2301.3296875}","{""phi"": 0.008271513525687623, ""r"": 9437.6638671875, ""theta"": 6647.7615234375}",uniform,1.0,5,train,H0_current_upstream
target_field,3.9271078586578367,plain_last,"{""Bcc1"": 0.0487061969935894, ""Bcc2"": 0.510411673784256, ""Bcc3"": 1.5088749170303344, ""press"": 0.07486193776130676, ""rho"": 0.0602706253528595, ""vel1"": 0.15181376039981842, ""vel2"": 1.0103207230567932, ""vel3"": 0.5618480682373047}","{""phi"": 2.01941248185733e-06, ""r"": 2.3041171550750734, ""theta"": 1.6229886531829834}",uniform,0.000244140625,5,train,H1_unit_index
target_field,16085.4337890625,plain_last,"{""Bcc1"": 199.50058288574218, ""Bcc2"": 2090.6462158203126, ""Bcc3"": 6180.35166015625, ""press"": 306.6344970703125, ""rho"": 246.8684814453125, ""vel1"": 621.8291625976562, ""vel2"": 4138.273681640625, ""vel3"": 2301.3296875}","{""phi"": 0.008271513525687623, ""r"": 9437.6638671875, ""theta"": 6647.7615234375}",uniform,1.0,5,train,H2_normalized_axis
target_field,668.0621704101562,plain_last,"{""Bcc1"": 6.9925994873046875, ""Bcc2"": 88.8244026184082, ""Bcc3"": 256.81923522949216, ""press"": 5.658509922027588, ""rho"": 10.806897926330567, ""vel1"": 16.25176067352295, ""vel2"": 221.37118835449218, ""vel3"": 61.33757858276367}","{""phi"": 0.00020951992621860428, ""r"": 174.19514923095704, ""theta"": 493.86680908203124}",uniform,0.039965746414258194,5,train,H3_stored_logr
target_field,60.629757690429685,plain_last,"{""Bcc1"": 3.783951473236084, ""Bcc2"": 0.28655019104480745, ""Bcc3"": 1.503965187072754, ""press"": 13.01827335357666, ""rho"": 26.46603469848633, ""vel1"": 12.165851497650147, ""vel2"": 1.2541069984436035, ""vel3"": 2.1510265469551086}","{""phi"": 1.0412765839468239e-05, ""r"": 9.468365383148193, ""theta"": 51.16138458251953}",volume_proxy,0.004360064890830091,5,train,H3_stored_logr
target_field,536.7490600585937,plain_last,"{""Bcc1"": 6.621681880950928, ""Bcc2"": 64.71891174316406, ""Bcc3"": 219.38142852783204, ""press"": 4.263548517227173, ""rho"": 8.356455039978027, ""vel1"": 11.452429962158202, ""vel2"": 178.05851135253906, ""vel3"": 43.89610719680786}","{""phi"": 0.00020951992621860428, ""r"": 42.88206148147583, ""theta"": 493.86680908203124}",uniform,0.03241697233745129,5,train,H3_stored_r
target_field,51.16372299194336,plain_last,"{""Bcc1"": 3.5527511119842528, ""Bcc2"": 0.15375058203935624, ""Bcc3"": 1.1835818499326707, ""press"": 11.331050682067872, ""rho"": 24.211677169799806, ""vel1"": 8.146154499053955, ""vel2"": 0.7266635745763779, ""vel3"": 1.8580944865942002}","{""phi"": 1.0412765839468239e-05, ""r"": 0.0023299031890928745, ""theta"": 51.16138458251953}",volume_proxy,0.003637042220352655,5,train,H3_stored_r
target_field,162.9403076171875,plain_last,"{""Bcc1"": 1.2967687606811524, ""Bcc2"": 40.03727760314941, ""Bcc3"": 47.12792816162109, ""press"": 0.13414124250411988, ""rho"": 0.08810300454497337, ""vel1"": 1.5507059812545776, ""vel2"": 69.60041656494141, ""vel3"": 3.104968082904816}","{""phi"": 3.199649580238883e-05, ""r"": 42.88206148147583, ""theta"": 120.05821380615234}",uniform,0.010067568184393128,5,train,H4_spherical_metric_proxy:all_channels_naive_proxy
target_field,0.010091990325599908,plain_last,"{""Bcc1"": 0.00042910908814519644, ""Bcc2"": 0.00040134345181286335, ""Bcc3"": 0.0029699895996600388, ""press"": 0.0008295061998069286, ""rho"": 0.0017381237354129552, ""vel1"": 0.0009318112744949758, ""vel2"": 0.0018679648637771606, ""vel3"": 0.0009241426188964397}","{""phi"": 1.1451527500935289e-07, ""r"": 0.0023299031890928745, ""theta"": 0.0077619730494916436}",volume_proxy,6.409840514713459e-07,5,train,H4_spherical_metric_proxy:all_channels_naive_proxy
target_field,0.22224425077438353,plain_last,"{""press"": 0.134141243994236, ""rho"": 0.08810300379991531}","{""phi"": 3.5828394784331864e-08, ""r"": 0.10178501009941102, ""theta"": 0.12045919895172119}",uniform,1.2740303915793034e-05,5,train,H4_spherical_metric_proxy:scalar_channel_proxy_only
target_field,0.0025676298420876263,plain_last,"{""press"": 0.0008295062347315252, ""rho"": 0.0017381236189976334}","{""phi"": 2.647029830749765e-09, ""r"": 0.0004207759920973331, ""theta"": 0.002146851271390915}",volume_proxy,1.8581225843157867e-07,5,train,H4_spherical_metric_proxy:scalar_channel_proxy_only
model_error,6730.353515625,plain_last,"{""Bcc1"": 250.2603759765625, ""Bcc2"": 1877.9942138671875, ""Bcc3"": 2123.115280151367, ""press"": 233.4641906738281, ""rho"": 226.4916961669922, ""vel1"": 617.4967742919922, ""vel2"": 943.4500366210938, ""vel3"": 458.08104553222654}","{""phi"": 35.01013374328613, ""r"": 3595.071142578125, ""theta"": 3100.2725830078125}",uniform,1.0,5,validation,H0_current_upstream
model_error,1.6431527137756348,plain_last,"{""Bcc1"": 0.061098724603652954, ""Bcc2"": 0.4584946811199188, ""Bcc3"": 0.5183386914432049, ""press"": 0.05699809342622757, ""rho"": 0.05529582425951958, ""vel1"": 0.1507560484111309, ""vel2"": 0.23033448159694672, ""vel3"": 0.11183619275689125}","{""phi"": 0.008547395933419466, ""r"": 0.8777029156684876, ""theta"": 0.7569024860858917}",uniform,0.000244140625,5,validation,H1_unit_index
model_error,6730.353515625,plain_last,"{""Bcc1"": 250.2603759765625, ""Bcc2"": 1877.9942138671875, ""Bcc3"": 2123.115280151367, ""press"": 233.4641906738281, ""rho"": 226.4916961669922, ""vel1"": 617.4967742919922, ""vel2"": 943.4500366210938, ""vel3"": 458.08104553222654}","{""phi"": 35.01013374328613, ""r"": 3595.071142578125, ""theta"": 3100.2725830078125}",uniform,1.0,5,validation,H2_normalized_axis
model_error,488.0364624023438,plain_last,"{""Bcc1"": 15.161439323425293, ""Bcc2"": 150.13822174072266, ""Bcc3"": 148.3062313079834, ""press"": 13.848439788818359, ""rho"": 9.955213356018067, ""vel1"": 52.29248809814453, ""vel2"": 67.06924285888672, ""vel3"": 31.265174865722656}","{""phi"": 0.8868171095848083, ""r"": 161.01173706054686, ""theta"": 326.1378936767578}",uniform,0.07059588418308019,5,validation,H3_stored_logr
model_error,46.038333892822266,plain_last,"{""Bcc1"": 4.506432962417603, ""Bcc2"": 2.5896328687667847, ""Bcc3"": 4.80224871635437, ""press"": 4.342826557159424, ""rho"": 5.4301858901977536, ""vel1"": 16.746968078613282, ""vel2"": 3.1401939392089844, ""vel3"": 4.479843473434448}","{""phi"": 0.030093131167814136, ""r"": 14.136369323730468, ""theta"": 31.871868896484376}",volume_proxy,0.00889199613334699,5,validation,H3_stored_logr
model_error,381.72740478515624,plain_last,"{""Bcc1"": 13.78792781829834, ""Bcc2"": 111.21448059082032, ""Bcc3"": 113.35384845733643, ""press"": 11.569752025604249, ""rho"": 7.89812479019165, ""vel1"": 47.46016902923584, ""vel2"": 53.14087066650391, ""vel3"": 23.302227783203126}","{""phi"": 0.8868171095848083, ""r"": 54.702689743041994, ""theta"": 326.1378936767578}",uniform,0.056165326829690575,5,validation,H3_stored_r
model_error,31.904429244995118,plain_last,"{""Bcc1"": 3.5908973693847654, ""Bcc2"": 1.8013504266738891, ""Bcc3"": 2.8465973138809204, ""press"": 2.782070446014404, ""rho"": 2.98903112411499, ""vel1"": 12.52529263496399, ""vel2"": 2.240080404281616, ""vel3"": 3.129109239578247}","{""phi"": 0.030093131167814136, ""r"": 0.002465955028310418, ""theta"": 31.871868896484376}",volume_proxy,0.006435740216959468,5,validation,H3_stored_r
model_error,188.21082916259766,plain_last,"{""Bcc1"": 2.663521337509155, ""Bcc2"": 71.35143775939942, ""Bcc3"": 39.50793342590332, ""press"": 2.6388602018356324, ""rho"": 0.9805892586708069, ""vel1"": 3.7534613609313965, ""vel2"": 27.205465888977052, ""vel3"": 40.10956003665924}","{""phi"": 73.3069428101182, ""r"": 54.702689743041994, ""theta"": 60.201198196411134}",uniform,0.03162991679840591,5,validation,H4_spherical_metric_proxy:all_channels_naive_proxy
model_error,0.009165086969733238,plain_last,"{""Bcc1"": 0.0006763979385141283, ""Bcc2"": 0.0012330872006714344, ""Bcc3"": 0.002320742851588875, ""press"": 0.0005940931267105043, ""rho"": 0.0005496175610460341, ""vel1"": 0.001871146191842854, ""vel2"": 0.000959079060703516, ""vel3"": 0.0009609231143258512}","{""phi"": 0.0002139702013664646, ""r"": 0.002465955028310418, ""theta"": 0.0064851617440581325}",volume_proxy,1.6365514599067616e-06,5,validation,H4_spherical_metric_proxy:all_channels_naive_proxy
model_error,3.6194494724273683,plain_last,"{""press"": 2.638860249519348, ""rho"": 0.9805892586708069}","{""phi"": 1.5488828363770153, ""r"": 0.5957914471626282, ""theta"": 1.4747752666473388}",uniform,0.0007541968108039803,5,validation,H4_spherical_metric_proxy:scalar_channel_proxy_only
model_error,0.0011437107110396027,plain_last,"{""press"": 0.0005940931383520365, ""rho"": 0.0005496175726875663}","{""phi"": 2.5958254505553667e-05, ""r"": 0.00033392126788385214, ""theta"": 0.0007838312070816755}",volume_proxy,2.192144163121402e-07,5,validation,H4_spherical_metric_proxy:scalar_channel_proxy_only
persistence_error,5115.828503417969,plain_last,"{""Bcc1"": 22.135369777679443, ""Bcc2"": 1613.5077026367187, ""Bcc3"": 2187.892904663086, ""press"": 44.149251556396486, ""rho"": 30.66617794036865, ""vel1"": 98.02374420166015, ""vel2"": 701.7695953369141, ""vel3"": 417.6836868286133}","{""phi"": 47.992689514160155, ""r"": 2944.6854736328123, ""theta"": 2123.150262451172}",uniform,1.0,5,validation,H0_current_upstream
persistence_error,1.2489815682172776,plain_last,"{""Bcc1"": 0.00540414301212877, ""Bcc2"": 0.39392277896404265, ""Bcc3"": 0.5341535411775112, ""press"": 0.01077862586826086, ""rho"": 0.007486859848722815, ""vel1"": 0.023931578174233435, ""vel2"": 0.1713304676115513, ""vel3"": 0.10197355635464192}","{""phi"": 0.011716965213418007, ""r"": 0.7189173519611358, ""theta"": 0.5183472320437431}",uniform,0.000244140625,5,validation,H1_unit_index
persistence_error,5115.828503417969,plain_last,"{""Bcc1"": 22.135369777679443, ""Bcc2"": 1613.5077026367187, ""Bcc3"": 2187.892904663086, ""press"": 44.149251556396486, ""rho"": 30.66617794036865, ""vel1"": 98.02374420166015, ""vel2"": 701.7695953369141, ""vel3"": 417.6836868286133}","{""phi"": 47.992689514160155, ""r"": 2944.6854736328123, ""theta"": 2123.150262451172}",uniform,1.0,5,validation,H2_normalized_axis
persistence_error,390.8299865722656,plain_last,"{""Bcc1"": 1.6153930187225343, ""Bcc2"": 148.41742782592775, ""Bcc3"": 149.81377058029176, ""press"": 3.4883546829223633, ""rho"": 1.927818274497986, ""vel1"": 8.322084522247314, ""vel2"": 49.19909038543701, ""vel3"": 28.046055603027344}","{""phi"": 1.2156691014766694, ""r"": 162.17066688537597, ""theta"": 227.44364700317382}",uniform,0.0814120904543574,5,validation,H3_stored_logr
persistence_error,4.781128656864166,plain_last,"{""Bcc1"": 0.10898052138509229, ""Bcc2"": 0.1906615486368537, ""Bcc3"": 0.5132211878895759, ""press"": 0.21442907201126218, ""rho"": 0.09143351390957832, ""vel1"": 2.0640734393149613, ""vel2"": 0.40334623456001284, ""vel3"": 1.194983097910881}","{""phi"": 0.03500002869404852, ""r"": 1.7056069552898407, ""theta"": 3.040522015094757}",volume_proxy,0.004515559256331351,5,validation,H3_stored_logr
persistence_error,292.1021270751953,plain_last,"{""Bcc1"": 1.2690479040145874, ""Bcc2"": 112.08452224731445, ""Bcc3"": 111.84453773498535, ""press"": 2.6576551675796507, ""rho"": 1.2665661334991456, ""vel1"": 6.759347057342529, ""vel2"": 36.71625070571899, ""vel3"": 19.504193210601805}","{""phi"": 1.2156691014766694, ""r"": 63.44279155731201, ""theta"": 227.44364700317382}",uniform,0.06213571755464409,5,validation,H3_stored_r
persistence_error,3.07696533203125,plain_last,"{""Bcc1"": 0.07782585547538474, ""Bcc2"": 0.07977825875859708, ""Bcc3"": 0.29493356198072435, ""press"": 0.1300880167633295, ""rho"": 0.057892301492393015, ""vel1"": 1.438465753570199, ""vel2"": 0.21318024611100556, ""vel3"": 0.7848013132810593}","{""phi"": 0.03500002869404852, ""r"": 0.001443580724298954, ""theta"": 3.040522015094757}",volume_proxy,0.002877912826257892,5,validation,H3_stored_r
